451,104,534,189
640,52,727,140
346,596,431,686
685,238,762,316
91,349,164,429
646,908,725,987
8,687,73,772
350,495,422,575
78,198,149,269
206,824,281,899
33,17,112,97
547,815,624,891
254,918,348,1000
590,430,658,501
918,296,989,379
260,158,337,232
598,702,674,779
419,234,498,317
594,543,681,629
757,467,845,558
764,564,843,644
700,760,781,844
496,292,584,378
420,844,490,912
781,904,853,980
412,768,485,841
368,178,440,255
270,473,342,544
110,787,178,856
598,627,681,706
831,606,898,680
223,17,300,90
771,225,858,315
916,575,979,646
860,244,922,311
657,351,742,437
473,195,547,270
202,707,276,784
924,424,996,510
152,512,227,593
730,4,822,91
35,128,105,192
473,364,550,443
493,654,565,727
242,82,334,159
924,132,995,211
733,636,817,720
839,368,929,452
771,83,842,151
634,785,706,855
460,913,522,978
154,615,234,689
113,432,171,490
745,396,829,466
715,315,790,389
523,374,605,462
930,664,994,739
295,433,354,490
836,314,911,386
536,236,601,307
768,340,841,422
