293,99,374,183
418,876,498,960
328,372,406,449
3,293,72,378
437,532,519,619
291,927,375,1000
651,751,718,820
559,872,637,953
511,791,597,880
259,682,340,764
75,794,154,874
889,147,952,215
147,29,222,101
688,852,756,926
150,753,230,826
489,697,565,776
379,61,456,139
92,198,156,265
339,706,419,790
1,18,72,88
81,925,162,1000
346,564,418,641
0,847,65,931
848,332,917,402
563,174,627,240
545,238,616,311
934,774,998,851
784,591,849,661
682,566,749,629
604,273,678,349
285,611,358,686
116,532,189,601
19,631,88,701
445,644,518,717
922,534,996,610
138,595,216,674
880,658,945,725
892,248,953,317
136,683,207,757
772,152,844,226
875,31,942,97
422,223,488,290
45,380,114,448
214,236,279,303
569,336,635,407
349,2,417,62
634,102,701,171
388,608,455,680
174,481,241,543
502,368,567,433
213,84,278,152
0,189,60,261
66,703,134,772
571,572,645,643
177,326,241,386
913,482,971,543
610,947,677,1000
711,119,775,189
743,669,809,730
175,849,251,923
