562,414,647,503
268,531,345,614
616,229,704,320
62,165,140,243
77,910,155,983
795,326,870,407
835,92,915,182
700,659,776,737
396,776,470,851
436,612,508,687
749,109,823,184
257,74,338,153
378,340,451,413
567,812,648,894
56,623,138,705
860,720,936,802
572,91,638,160
788,618,861,692
715,194,788,268
148,589,222,665
663,360,748,447
495,282,580,363
442,165,513,232
848,453,924,527
537,595,601,663
506,729,579,807
10,807,84,878
328,665,395,733
504,0,579,65
746,510,819,585
929,557,993,625
139,482,205,547
262,335,323,396
688,55,761,127
920,781,985,855
50,324,111,388
395,897,474,981
130,748,196,817
29,860,107,929
890,276,964,351
37,515,101,577
336,813,394,874
615,708,673,767
810,699,871,759
945,881,1000,947
350,209,420,269
446,469,510,531
