573,421,654,508
781,419,857,497
440,835,518,912
308,443,392,528
712,43,791,122
160,747,240,828
243,330,326,416
801,856,878,937
234,553,315,638
356,0,436,72
12,442,94,525
27,559,110,644
739,729,820,810
111,449,190,529
79,108,145,183
463,68,544,151
59,345,134,418
193,223,275,312
161,667,233,741
0,677,75,758
332,557,407,635
215,439,287,516
376,210,447,286
108,207,187,292
81,5,157,83
12,244,82,316
542,717,610,787
611,675,682,751
513,321,589,404
587,807,670,895
168,6,247,82
663,156,735,228
265,6,342,84
488,936,566,1000
752,651,830,736
147,570,214,635
279,803,368,885
775,146,840,216
907,630,971,706
833,639,899,717
254,105,330,177
292,212,367,300
848,797,919,870
933,264,994,328
180,112,249,187
336,332,407,404
923,778,991,851
617,41,683,106
867,152,928,219
915,31,979,103
289,734,353,800
768,223,829,281
784,950,877,1000
