43,833,134,930
657,158,750,259
139,795,234,898
236,757,329,857
39,464,131,566
262,291,353,386
371,250,457,343
183,213,275,311
306,459,398,559
407,426,498,526
286,191,374,287
645,868,737,966
160,325,257,427
66,732,158,834
479,843,570,941
533,295,620,391
453,589,544,691
319,818,407,913
434,325,523,421
464,220,556,320
318,98,405,191
112,534,204,636
0,286,87,391
340,358,424,452
760,126,845,221
85,627,180,730
568,191,656,285
60,361,158,466
637,263,724,354
781,644,869,742
290,565,372,657
553,908,642,993
265,661,357,758
687,67,773,158
392,146,482,245
606,366,690,457
12,184,100,282
185,593,279,697
235,23,333,121
436,687,528,789
139,430,227,523
669,765,761,865
406,780,494,875
486,121,577,219
581,806,667,905
514,397,598,487
94,256,184,351
168,702,255,798
292,916,385,1000
536,664,617,748
420,62,504,150
116,157,197,250
386,532,466,618
370,624,449,711
210,116,296,208
340,727,420,816
787,37,866,124
227,850,313,941
725,588,811,675
42,86,124,176
628,13,711,98
745,503,826,591
633,631,709,713
