121,20,218,126
238,22,334,120
195,347,290,448
5,16,95,108
884,317,982,417
514,628,607,723
695,48,796,146
323,560,419,658
643,373,739,473
358,665,457,764
845,31,942,125
320,316,403,401
774,609,888,720
848,230,931,316
766,523,856,610
741,147,838,242
255,914,346,999
917,894,995,984
907,778,994,864
917,625,1000,719
581,35,663,118
231,465,321,555
860,695,951,780
117,419,197,501
880,533,976,626
582,447,664,530
509,221,591,305
0,750,68,836
623,135,737,244
853,478,926,552
318,432,394,512
194,841,279,925
760,363,836,441
492,0,582,47
238,186,313,264
189,232,266,306
750,237,818,305
764,0,862,52
419,25,491,95
936,209,1000,291
