433,85,523,181
240,472,331,567
823,155,921,258
856,275,946,372
753,295,847,393
200,328,288,421
811,398,909,501
301,126,382,209
633,578,714,662
753,818,844,908
706,449,800,548
390,393,474,478
303,341,389,431
862,529,946,618
271,256,357,344
401,292,484,376
646,351,731,437
609,470,695,555
495,475,576,555
672,872,751,951
533,390,604,462
846,774,923,851
910,24,995,111
145,234,221,310
939,916,991,986
406,920,481,986
85,371,158,443
248,609,323,685
748,189,823,266
84,483,161,556
671,753,762,843
943,377,1000,467
