666,165,754,257
625,332,720,428
143,740,234,831
442,330,526,416
708,450,800,546
381,919,475,1000
813,232,897,315
636,547,725,637
443,645,531,732
603,816,691,906
538,535,625,626
424,835,517,929
591,917,683,1000
547,710,627,792
838,580,915,658
233,806,318,892
759,384,833,464
34,811,112,893
707,873,794,958
604,438,686,520
537,220,612,300
637,660,730,749
794,840,875,922
106,875,197,964
792,69,873,151
480,758,551,836
747,657,834,747
510,387,585,465
826,326,892,396
408,763,491,846
33,926,112,997
42,691,120,770
