112,195,202,290
879,487,971,588
748,43,836,135
196,735,281,828
535,529,617,617
700,421,781,505
104,822,200,927
411,305,493,395
398,682,475,768
47,547,128,635
74,454,149,536
299,754,381,845
578,260,657,343
642,154,712,231
698,245,772,328
425,46,504,128
826,700,902,784
183,554,261,639
250,15,325,99
723,742,793,819
269,831,340,909
155,355,226,436
824,554,898,631
426,767,495,842
2,216,68,309
261,293,332,367
605,422,676,507
922,693,992,778
893,367,964,443
772,310,840,381
536,106,614,185
700,586,763,655
