346,518,446,626
256,704,349,794
92,849,187,945
25,637,115,734
21,412,112,511
633,855,721,945
130,431,231,537
176,304,267,397
141,634,238,729
516,830,615,930
236,594,331,693
158,760,255,860
20,34,106,127
49,319,138,405
213,876,293,960
156,201,249,295
112,86,197,178
94,559,188,656
15,523,102,615
248,478,336,571
481,598,566,689
26,176,129,270
346,636,435,723
178,18,263,106
0,846,89,951
290,273,367,355
478,472,559,558
251,366,331,447
523,721,604,800
72,742,147,825
4,775,82,859
650,476,726,554
791,150,874,231
384,818,466,903
222,161,297,242
811,926,893,1000
455,900,522,973
868,0,948,73
578,384,649,454
423,735,493,811
583,485,656,559
