506,381,617,505
623,343,722,449
405,608,498,708
408,64,500,168
820,477,912,569
15,336,118,436
185,230,284,346
381,179,468,279
252,766,340,859
207,527,292,617
586,508,681,602
681,0,777,95
461,494,556,595
404,412,505,526
397,312,494,411
180,705,259,791
12,244,86,339
224,96,314,195
312,8,405,105
268,170,357,258
163,27,254,137
741,238,823,332
87,498,175,592
547,580,630,682
90,237,177,341
452,255,540,343
15,0,105,95
122,361,214,460
230,438,312,526
49,66,142,150
71,138,152,223
118,638,197,722
842,63,925,150
606,862,687,948
438,0,528,76
499,904,584,982
844,148,921,226
287,242,371,327
514,213,590,298
589,644,690,743
881,0,966,71
760,139,845,225
618,85,694,162
14,684,102,771
159,432,248,511
697,92,779,184
243,0,321,68
4,137,54,232
