861,325,950,413
907,890,998,982
892,490,984,592
924,638,996,728
302,794,386,881
366,699,455,791
331,114,409,194
797,224,881,314
288,923,381,1000
543,450,633,536
924,7,999,99
410,891,491,975
731,123,816,208
928,787,1000,878
574,935,663,1000
829,824,917,919
346,360,431,438
656,758,748,849
811,701,893,788
403,462,487,547
798,565,887,648
530,705,607,785
538,265,622,349
638,912,734,991
739,889,815,964
494,173,569,254
783,653,877,743
882,722,965,819
395,609,477,694
566,525,651,616
769,0,852,59
631,623,724,718
673,42,765,132
730,605,811,698
636,169,717,250
