830,318,913,408
913,836,997,923
13,577,102,665
154,437,245,527
578,902,667,991
483,853,570,934
712,344,790,425
748,759,843,850
679,60,758,143
167,543,256,639
910,173,981,255
777,859,857,947
329,631,412,719
842,935,929,1000
659,710,746,797
425,635,502,714
727,461,806,544
632,598,719,689
518,185,613,282
622,485,708,571
294,21,385,113
366,858,453,946
740,583,833,671
271,433,354,517
449,223,529,309
4,942,50,1000
795,192,880,280
186,648,278,739
836,446,917,533
224,49,302,135
934,949,999,1000
4,86,70,185
467,382,556,474
793,42,879,134
13,312,76,404
355,719,435,800
540,617,622,701
409,528,490,611
510,459,598,548
372,264,451,343
758,685,843,773
