373,861,453,947
369,191,457,282
868,83,946,168
739,790,812,869
370,708,454,791
815,772,886,849
894,804,968,880
943,129,1000,219
11,710,70,799
741,947,819,1000
941,448,1000,531
286,393,370,472
899,328,972,404
626,842,705,922
941,734,1000,816
399,537,473,614
546,467,627,548
723,311,793,390
791,375,864,457
453,2,536,50
186,844,270,928
213,162,304,250
554,576,644,663
9,552,57,635
562,939,638,1000
680,678,756,754
6,463,52,545
655,769,731,849
796,188,879,281
822,856,897,935
848,419,925,498
839,276,915,358
782,0,867,65
788,630,863,709
775,93,849,173
720,227,792,303
151,952,239,1000
931,951,1000,1000
636,0,712,55
644,551,720,632
458,923,536,991
