134,120,225,218
536,141,616,222
280,205,366,295
357,319,434,402
220,486,296,571
326,457,404,543
464,300,534,379
633,378,717,463
156,253,244,346
74,552,160,640
762,332,851,423
468,61,559,157
62,35,151,128
249,358,326,442
59,285,150,381
416,416,505,519
143,388,216,465
25,421,108,503
785,788,866,866
768,688,830,749
824,889,923,989
868,294,958,384
364,594,453,680
861,45,951,134
326,59,405,145
529,408,605,486
568,523,655,618
256,634,351,724
732,468,823,559
240,83,319,169
498,548,571,622
654,946,751,1000
654,494,734,576
688,0,768,39
182,23,259,101
604,731,674,802
289,798,355,860
932,406,996,476
9,179,97,266
270,0,363,48
