47,428,125,505
213,731,294,813
386,170,461,245
196,416,275,491
91,570,169,651
399,247,473,320
444,392,522,471
845,43,919,123
410,814,481,889
244,494,324,573
622,926,707,1000
251,260,324,330
776,638,848,714
485,460,565,541
841,472,918,552
651,276,725,355
124,31,200,107
369,521,446,598
664,785,737,857
726,859,800,935
79,830,153,906
537,109,611,183
59,752,128,821
269,809,334,880
879,630,947,701
568,225,645,304
893,238,967,314
704,448,767,514
268,569,347,646
215,182,290,256
340,688,420,770
650,713,707,775
294,882,367,950
12,687,79,757
812,716,885,788
328,951,411,1000
174,149,231,211
730,232,804,303
759,307,826,376
848,808,926,879
472,932,548,1000
170,662,233,729
818,364,884,432
613,149,681,219
417,597,482,663
