473,597,567,693
259,703,350,795
244,473,336,571
521,832,610,923
345,521,446,622
97,849,187,944
126,432,231,538
175,309,269,399
142,635,238,732
23,418,109,506
238,593,331,689
115,85,200,176
102,558,190,649
160,198,255,291
250,366,331,450
164,759,256,855
180,17,268,109
50,321,137,407
631,859,719,948
524,722,604,802
351,637,432,722
1,846,87,940
386,824,468,906
32,179,130,271
29,645,110,727
811,930,889,999
223,876,295,952
865,8,949,75
73,740,148,824
13,523,107,610
8,770,84,853
299,279,379,358
224,162,303,245
574,380,648,461
783,153,872,239
575,478,657,563
27,45,103,127
650,481,724,563
413,733,490,810
480,483,557,564
