459,673,557,777
319,459,418,564
453,380,557,487
339,165,437,259
209,506,314,613
463,487,556,580
90,454,199,565
4,554,95,653
76,669,175,770
165,901,263,1000
206,755,296,847
342,72,441,165
75,292,175,400
88,790,190,896
201,330,301,434
322,891,424,991
191,8,290,105
88,42,193,140
288,259,377,358
0,215,88,322
440,809,528,910
503,69,597,159
206,184,305,278
346,312,440,404
92,563,184,656
557,316,639,400
408,543,496,635
352,731,440,814
538,242,619,323
322,584,407,669
288,660,390,766
595,36,690,127
214,104,307,196
0,416,69,510
9,893,83,977
512,601,589,688
76,905,170,998
54,154,139,246
110,196,203,282
186,637,274,727
3,715,74,803
