515,626,609,725
882,313,985,418
638,369,746,478
735,143,836,240
323,554,426,655
254,916,344,994
838,230,931,325
848,30,938,124
193,340,296,450
361,667,457,762
906,770,993,870
0,11,106,114
239,21,336,121
1,743,76,845
571,439,663,535
691,47,787,148
319,309,403,396
116,21,226,131
914,618,999,722
875,527,980,628
222,460,322,565
758,516,852,610
914,883,998,995
623,136,733,255
778,604,888,719
186,838,279,932
847,689,947,784
843,469,924,558
111,416,201,502
233,177,318,263
187,231,270,311
753,348,843,448
493,0,587,57
773,0,869,57
507,222,594,306
633,2,722,68
577,24,659,116
745,234,824,307
938,210,1000,293
314,427,392,510
