67,610,140,693
54,511,134,599
585,396,665,481
322,754,400,838
321,455,400,540
62,803,139,891
230,894,317,987
149,455,224,541
238,401,319,491
402,513,479,599
148,759,225,842
584,194,671,287
401,87,481,175
65,706,138,785
497,849,575,931
321,348,401,436
148,853,230,942
495,559,572,641
408,904,487,985
409,203,484,282
494,352,573,437
490,659,570,743
227,200,308,287
500,752,576,832
316,566,393,650
317,147,395,232
136,52,217,137
144,350,225,437
235,304,311,386
319,254,392,333
408,804,485,890
233,612,307,691
411,704,484,785
412,404,485,482
148,662,223,743
240,509,314,590
490,143,569,227
56,306,132,388
235,708,313,793
490,461,570,543
317,657,395,741
306,32,394,124
495,255,571,329
495,35,581,119
142,155,219,236
232,100,301,173
54,189,132,282
415,310,485,380
154,564,221,634
222,0,302,77
415,616,481,684
249,812,317,880
