839,695,915,787
109,758,194,849
74,343,163,443
143,156,231,248
213,229,302,324
170,573,262,672
658,489,743,582
169,816,253,908
693,392,779,488
44,699,125,781
820,546,895,625
419,854,508,949
682,643,763,731
635,326,724,414
783,377,879,484
266,551,361,657
719,554,805,648
600,414,684,502
709,809,792,896
458,769,546,864
496,432,584,527
572,254,660,341
309,218,401,311
796,785,880,874
393,697,482,794
139,413,232,511
527,592,611,681
113,517,194,601
614,818,699,906
340,381,431,478
583,658,670,748
299,465,392,563
786,638,860,716
427,616,515,708
73,849,160,935
295,726,386,823
408,196,497,287
479,276,562,360
495,686,583,776
539,348,618,427
330,628,419,721
406,459,490,546
250,408,327,485
465,523,552,613
560,509,646,597
562,750,639,832
268,823,351,906
381,298,459,377
522,846,606,931
641,740,714,816
442,364,521,443
53,182,131,264
