494,176,593,285
100,291,206,405
140,191,231,291
674,264,767,365
651,564,759,675
240,482,336,592
762,571,852,669
642,44,748,162
618,666,713,769
572,769,657,862
530,864,623,965
410,872,504,974
290,77,408,195
346,783,434,879
419,68,525,185
309,883,399,982
510,657,612,768
315,587,407,688
273,688,363,790
540,567,631,662
259,180,352,289
739,364,846,475
910,460,1000,562
395,676,501,786
234,795,325,893
713,161,813,267
604,167,706,272
186,94,272,192
161,702,254,800
62,405,152,501
131,499,225,599
427,565,532,681
5,315,88,405
635,364,736,477
692,462,808,578
79,909,165,992
449,274,550,386
894,270,976,365
726,672,812,769
747,54,851,169
583,466,686,574
196,596,288,698
345,294,426,388
780,268,877,377
854,372,940,464
194,899,274,989
805,468,894,563
535,75,628,176
480,473,571,575
828,173,922,272
0,618,65,716
464,776,557,877
93,608,170,696
78,104,160,193
866,62,952,158
