546,810,628,895
547,934,649,993
407,595,478,667
304,755,376,827
61,780,133,853
256,596,340,677
375,473,454,552
335,320,422,407
211,317,286,391
623,324,695,395
173,793,250,866
867,512,948,590
318,874,409,965
174,194,258,278
640,621,724,707
424,22,495,92
499,287,572,359
747,308,828,390
147,81,235,171
392,802,479,891
516,431,588,502
635,438,711,509
518,669,599,749
621,508,702,581
0,601,76,686
669,247,742,321
467,127,535,205
7,596,57,696
935,78,1000,152
440,920,506,981
140,668,203,733
792,954,890,1000
567,924,637,999
126,244,193,307
511,65,583,134
