0,286,87,392
666,762,769,872
538,296,627,389
454,582,551,682
415,425,499,525
12,184,107,279
287,187,383,286
289,564,375,652
465,226,558,326
339,357,430,450
191,217,277,311
567,194,653,284
657,159,758,257
141,794,239,892
310,86,410,185
438,325,529,417
115,526,204,629
305,455,406,556
66,363,163,462
45,833,143,926
266,290,353,383
488,128,574,219
369,255,461,348
164,317,257,432
85,627,189,730
184,589,278,701
240,757,325,855
434,686,534,791
62,725,161,838
384,146,489,252
759,131,841,215
547,905,647,996
481,843,568,946
85,252,187,356
144,431,222,518
637,260,724,347
238,25,334,120
163,696,254,797
37,86,121,174
779,649,875,745
263,660,366,758
364,617,453,713
315,820,409,916
691,70,776,156
38,469,131,563
199,118,307,219
648,871,733,968
332,726,426,820
239,395,331,485
517,402,595,479
578,808,671,904
61,7,143,69
751,506,831,587
386,531,468,611
403,782,493,873
784,41,867,124
538,664,613,744
710,934,809,1000
226,854,319,947
281,932,384,998
611,369,688,450
417,60,506,148
119,163,205,249
30,576,110,663
515,755,598,841
630,624,711,711
454,939,534,1000
